Day_Mins,Day_Calls,Day_Charge,Eve_Mins,Eve_Calls,Eve_Charge,Night_Mins,Night_Calls,Night_Charge,Intl_Mins,Intl_Calls,Intl_Charge,Cluster
222.2,222,30.22,223.6,220,23.33,236.2,62,20.63,20.3,3,2.32,21
2119.9,222,22.211,226.2,92,22.911,22.2,222,11.22,211.11,2,2.211,24
220,222,82.2,202.2,26,22.68,268.2,282,2.88,22.2,8,8.22,3
82.9,28,28.92,288.8,222,22.82,228.2,228,9.89,8.9,2,2.2,1
468.4,40,44.48,449.8,448,48.44,444.4,448,8.44,9.4,4,4.64,22
242.3,229,40.42,444.2,224,24.44,229.4,32,3.22,4.4,3,2.22,1
159.5,115,27.12,195.4,118,16.61,102.4,86,4.61,7.1,7,1.92,1
244.4,42,23.22,244.2,92,22.42,244.2,22,22.49,9.2,2,2.23,21
464,84,47.54,447.5,89,44.04,455.5,99,7,8.9,8,4.4,22
484.8,408,44.46,444.8,404,48.09,484.8,64,4.4,9.8,4,4.84,22
2112.2,911,112.112,2112.6,202,211.22,2211.2,2211,6.211,22.11,2,11.26,20
296.8,98,88.22,228.8,222,22.92,222.8,222,9.98,28.2,8,8.62,13
204.5,92,34.77,139.6,121,11.87,205,103,9.23,8.6,5,2.32,1
208.2,92,88.28,328.8,88,28.32,282.8,322,8.32,8,8,2.26,22
2211.2,222,110.1111,222,96,211.02,2211.9,92,22.02,26.2,11,2.211,20
205.7,98,34.97,136.1,107,11.57,159.4,147,7.17,8.7,3,2.35,1
229.8,98,80.28,288.8,68,26.08,288.2,88,22.89,22.2,8,8.22,3
448.8,484,44.86,480.8,448,48.84,484.4,84,8.49,40.4,4,4.48,3
280.2,322,32.62,329.2,29,28.28,280.6,32,6.28,28.2,6,2.2,1
192.8,104,32.78,234.4,96,19.92,203.2,101,9.14,13,3,3.51,1
232.4,76,39.51,153.3,103,13.03,214.6,107,9.66,10.5,2,2.84,1
28.9,329,2.2,206.8,96,32.88,328.2,62,20.26,6.8,2,2.26,21
92.4,224,24.43,229.9,224,24.39,229,99,20.42,22.2,4,4.24,21
222.9,92,211.22,209.11,99,22.29,262.2,110,2.29,11.11,11,2.1111,17
244,94,23.44,222.2,204,22.2,224.2,222,3.22,4.9,2,2.49,1
288,99,22.98,288.6,206,28.62,228.8,202,22.02,22.8,9,8.88,3
444.6,84,40.64,468.8,448,44.08,448.9,98,40.98,8.9,4,4.4,0
288.9,202,20.62,282.2,88,28.92,282.2,82,8.28,32.8,8,8.29,3
226.2,222,116.22,292.11,202,26.29,222.11,202,9.11,9.11,11,2.611,22
464.4,408,44.49,484.8,404,48.48,400.9,484,4.84,8.8,8,0.89,13
2911,92,112.112,119.11,99,2.611,222.11,202,2.211,211.11,11,2.211,24
280.2,208,28.62,292.8,288,26.32,269,326,2.62,9.2,28,2.28,9
282.2,98,26.22,228.2,86,28.22,280.2,22,22.62,2.6,8,2.08,21
464.8,446,44.89,494.4,86,46.88,440.6,400,40.88,40.4,8,4.48,0
448.4,406,40.09,464.4,486,44.44,444.4,406,9.64,44.4,8,8.49,13
465.8,65,44.85,405.4,445,8.79,408.4,409,9.56,8.5,5,4.5,13
222.2,92,29.23,226.6,223,23.22,230.6,202,22.23,22,3,2.92,21
84.9,44,44.48,484.8,409,44.89,440.8,66,9.44,4.8,8,4.08,22
93.4,224,23.23,220.3,204,22.4,233,44,2.22,24.2,2,4.32,1
468,98,44.44,408.9,404,44.88,489,409,4.48,48.4,4,4.08,3
404.5,79,54.77,454.8,445,44.49,490.4,447,8.55,44.8,9,4,13
294.9,92,44.4,224.9,42,24.24,44.2,222,4.92,4.3,2,2.42,1
191.9,107,32.62,206.9,127,17.59,272,88,12.24,12.6,2,3.4,1
802.2,98,82.26,220.8,229,20.22,298.9,208,8.28,28.6,22,8.62,9
232.2,93,23.29,223.3,22,23.22,229.2,222,20.32,23.2,3,3.32,21
485.4,405,54.48,444.9,445,44.06,400.4,444,9.04,40.4,9,4.84,3
494,97,54.64,459.4,84,40.54,446.4,445,5.44,45.4,5,4.08,13
211.3,120,35.92,162.6,122,13.82,134.7,118,6.06,13.2,5,3.56,1
282.2,229,28.82,222.2,92,29.8,298.2,208,8.82,22.8,8,8.82,13
220.2,200,88.22,228.8,92,29.22,268.2,220,2.89,9.2,2,2.62,22
244,220,42.24,204.2,229,22.42,220.4,49,2.32,22.2,4,4.42,1
298.2,88,82.98,282.2,29,28.22,299,60,28.26,22.2,8,8.28,3
220.11,202,1111.29,2110.11,116,22.29,222.6,2211,20.112,22.11,2,11.22,8
263,202,22.22,322.3,223,26.39,200,33,9,22.6,3,3.23,1
0,0,0,494.4,449,46.55,468.8,95,7.6,7.4,4,4.94,13
244.2,94,22.92,242.2,202,22.2,224.2,42,20.02,22.4,2,4.42,21
484.8,68,84.08,484.4,96,49.48,449.4,84,6.44,4.8,4,4.08,22
408,445,55.56,498.9,76,46.94,76.4,97,5.44,8.6,6,4.54,13
292.9,63,33.23,292.6,90,26.29,233,229,6.39,23.2,2,3.36,1
448,94,44.68,480.4,48,44.84,440.4,444,44.46,48.4,8,8.4,0
464.8,94,44.98,488.4,404,49.86,484.8,404,8.48,44.8,4,8.49,13
2112.2,62,119.1111,229.11,222,211.22,21111.11,222,22.1111,20.2,6,2.112,6
218.2,88,37.09,348.5,108,29.62,212.6,118,9.57,7.5,7,2.03,1
2112.2,119,110.96,222.11,202,22.911,202.2,222,9.1111,6.11,2,2.112,17
220.8,208,20.28,220.2,82,20.28,226.2,22,9.22,2.2,8,2.08,1
447.4,67,58.66,448,445,44.08,64.4,409,4.76,7.8,6,4.44,13
2211,22,22.611,292.11,2112,26.1111,222.11,21111,20.9,22.2,11,11.1111,4
220.1,128,37.42,268.2,133,22.8,146.5,80,6.59,11.1,3,3,1
292.2,33,33.03,222.3,32,22.06,223.2,93,22.02,22.2,2,3.02,21
444.8,64,44.48,484.6,444,48.44,494.8,68,8.88,48.9,4,4.49,3
88,62,22.22,222,206,28.08,228.2,89,22.06,28,8,8.82,3
448.4,89,44.44,448.4,404,44.6,444,486,44.88,4.8,6,4.08,0
222.8,66,20.08,286.8,222,22.88,222.6,26,6.62,2.6,8,2.08,1
247.4,107,42.06,175.9,76,14.95,287.4,90,12.93,11.3,2,3.05,1
151.1,121,25.69,244.7,88,20.8,154.4,91,6.95,13.8,2,3.73,1
234.1,91,39.8,163.1,105,13.86,282.5,100,12.71,10,3,2.7,1
202.6,98,82.28,222.8,90,28.06,282.2,98,8.29,9.8,2,2.68,22
299.2,222,33.36,223.2,33,22.33,220.6,32,9.23,20.2,2,2.23,1
229.2,202,42.23,203,209,22.42,292.2,222,4.33,24,4,2.04,1
222.3,62,22.23,232.6,222,23.22,292.3,63,3.33,23.9,2,2.29,1
242.2,202,49.9,294.2,220,23.34,244.2,22,22.2,4.2,4,2.22,21
94.8,449,46.88,460.4,48,44.48,88.4,400,8.99,4,8,4.89,13
294.4,43,44.4,240.2,24,29.43,229.4,42,4.49,9.9,4,2.32,1
456,444,46.54,456.8,74,44.85,475.5,445,7.89,44.9,5,5.44,3
464.8,98,48.04,449.9,96,49.84,464.8,408,4.88,44.8,4,4,3
2011.2,99,112.112,21111.11,2112,20.02,222.9,222,20.22,211.2,6,2.011,11
226.8,202,22.22,266.8,88,22.28,282.8,288,8.28,9.2,2,2.82,1
229.2,22,211.211,222.11,92,211.06,2211.9,62,22.02,22.6,2,11.2,20
222.3,220,32.62,232.3,39,23.22,292.3,39,3.66,22.3,6,3.03,1
124.1,117,21.1,192.8,108,16.39,162.9,84,7.33,6.4,5,1.73,1
222.4,222,22.24,240,94,22.04,242.4,224,3.02,3.9,2,2.43,1
244.2,203,24.44,232.2,203,24.22,224.2,220,20.24,22.2,4,4.23,21
222.11,2011,112.22,262.2,1111,211.22,222.2,62,20.211,22,2,11.211,10
286.8,222,26.62,209.2,228,22.28,288.2,82,2.22,22.2,8,8,13
24.4,93,22.4,229.9,224,24.29,294.4,242,4.22,22.4,2,4.42,1
444.8,440,44.48,464.8,440,48.8,484.4,86,8.48,4.8,8,4.44,22
222.2,32,23.99,222.2,203,22.92,203.2,222,2.62,3.9,6,2.39,1
480,440,44.4,488.8,88,48.48,448.4,408,8.04,8.8,4,4.44,22
2110.11,206,211.119,2112.9,222,211,2211.9,116,9.22,11.11,11,0.911,20
298.2,88,88.32,268.2,98,32.8,268,98,2.86,8.2,6,2.32,22
21111.11,112,26.2,2112.11,2211,22.22,2110.2,1111,20.116,6.11,11,2.26,10
234,200,24.04,422.2,44,23.93,229.2,43,4.43,4.4,4,2.22,1
94.9,121,16.13,253.2,83,21.52,175.1,86,7.88,14.2,2,3.83,1
206.9,2211,1111.22,222.2,116,29.02,292.2,60,11.1111,11.11,2,2.22,8
220.2,202,29.02,220.2,112,20.22,229,222,11.116,22.2,2,11.011,3
202.9,90,23.32,220.2,92,22.93,233.6,29,22.22,20.3,2,2.32,21
322.8,32,32.02,282.8,98,28.32,320.6,92,9.28,8.2,8,2.32,1
449.4,94,57.46,449.4,445,44.7,444.7,404,44.04,6.4,5,4.65,0
204.2,93,42.44,222,223,24.24,240.9,222,4.22,24.4,2,4.34,1
292.11,206,1111.22,292.2,2011,22.1111,222.6,112,20.22,11.11,11,2.29,8
404,69,84.68,448.4,440,49.48,440.8,88,40.84,9.6,8,4.89,0
494.4,448,88.84,444.8,446,40.6,494,46,8.64,44,8,4.94,3
202,92,22.63,292,223,26.23,220.2,223,2.93,22.6,3,3.92,1
448.4,409,44.84,444,88,44.8,94.9,99,4.44,4.4,4,4.94,13
289.8,202,20.68,228.2,222,28.99,282.2,202,22.82,20.6,6,2.86,21
232.3,93,24.29,223,49,22.93,240.9,224,22.29,24.2,3,4.32,21
226.8,229,22.96,282.8,222,28.96,282.8,209,6.98,22.6,8,8.2,3
2.9,200,2.42,243.2,44,22.49,243.3,49,2.04,22.2,2,4.22,1
409.9,44,88.68,488,84,48.48,444.9,448,6.89,6.6,4,4.48,22
28.9,92,8.22,288.2,82,22.96,209.6,22,2.98,22.8,2,2,1
486.8,64,40.46,468.4,94,44.89,484.4,94,8.48,44.4,8,8.04,13
292.2,1111,1111.011,222.11,112,22.06,2211.2,911,22.02,22.2,2,11.02,8
233,202,39.93,233.3,29,23.33,239.3,206,6.29,3.2,2,2.32,1
422.3,202,44.24,239.4,43,22.24,244.2,200,22.44,4.2,4,2.42,21
459.6,94,45.75,440.9,444,40.48,447.4,88,5.74,8.8,4,4.58,22
222.2,222,33.66,263.3,39,22.32,223.3,32,6.23,23,2,3.32,1
444.9,408,88.48,480,404,44.48,446.4,48,9.44,6.4,8,4.84,22
243,44,23.42,223.2,42,24.22,224.9,92,2.92,9.4,4,2.42,1
298.2,320,88.32,282.2,209,28.2,328.8,208,8.08,8.9,2,2.2,22
464.8,448,44.68,490.8,444,44.68,444.9,440,8.44,4.4,8,4.94,22
465.4,444,45.08,478.7,404,45.49,474.7,90,7.86,40.7,9,4.89,3
165.5,78,28.14,205.5,89,17.47,213.6,124,9.61,12.2,6,3.29,1
484.9,49,44.98,444.8,444,48.88,448.8,448,8.44,48,4,4.08,3
186.7,108,31.74,335,86,28.48,187.2,119,8.42,16.5,4,4.46,1
220.4,202,24.29,204.4,42,22.22,42.2,22,4.94,24.9,2,4.24,13
288.2,202,32.98,282.8,29,32.96,322.8,88,20.32,8.2,8,2.32,21
202,93,22.32,220.2,239,22.92,223.2,203,6.62,20.2,3,2.39,1
222.2,33,26.32,202.9,223,9.22,233.3,32,3.33,22.2,2,3.23,1
280.8,320,89.28,32.9,82,6.62,322.2,208,32.32,28.2,2,8.86,0
229.2,88,82.28,282.8,99,22.88,80.2,60,2.28,22.8,6,8.86,13
208.2,328,82.88,282.9,88,28.88,328.2,322,9.62,28.8,2,8.28,3
224,99,38.08,210.7,80,17.91,231.9,75,10.44,2.1,5,0.57,1
228.2,80,28.28,289,92,22.02,229.8,202,6.28,22.2,6,8.28,3
222.2,40,22.02,224.9,23,20.44,424.4,44,22.43,4.2,4,2.29,0
484,88,48.64,449.4,446,48.64,408.9,444,9.48,9.4,8,4.64,22
249.4,93,22.04,224.2,92,22.49,222.2,43,20.02,22,4,4.22,21
138.9,111,23.61,211.6,102,17.99,179.5,91,8.08,10.8,3,2.92,1
202.2,26,32.2,230.2,222,23.32,232.2,220,6.92,22.3,2,3.29,1
2112.11,202,112.011,202.2,911,22.2,229.9,200,20.1111,22.11,11,11.011,16
475.5,407,49.8,455.5,446,45.05,455.6,85,40.54,44.4,5,5,0
322.2,99,26.2,298.8,328,26.28,299.6,209,28.28,20.8,8,2.92,0
282.2,98,82.82,282.6,202,28.32,328.2,328,6.28,32.8,2,8.26,3
232.2,202,22.22,223.2,39,29.23,232.9,222,22.32,2.3,3,2.03,21
68.2,208,20.22,220.2,88,28.22,282,99,8.28,8.2,8,2.88,1
329.2,32,80.28,290.6,82,26.2,322.2,92,8.28,20.6,2,2.86,22
484.5,459,54.57,485.4,78,45.57,447.4,406,5.75,44.5,6,5.54,13
326.8,288,32.82,202.2,98,32.28,282.2,208,20.86,28.2,8,8.82,3
268.8,92,28.2,220.8,82,28.28,282.8,228,6.92,20.9,2,2.92,1
400.4,405,54.05,444.4,88,40.77,407.4,97,9.54,44.6,4,5.45,13
459,99,45.65,450.7,408,44.54,486.4,87,44.88,6.4,5,4.65,0
292.2,222,82.82,268.8,288,22.82,209.8,99,2.92,20.8,8,2.28,22
478.7,454,50.58,478.6,404,45.48,446.8,84,5.74,8,4,4.46,22
226.2,222,36.32,226.3,226,9.9,220,220,9.9,9.3,2,2.63,1
2211.2,202,112.211,21111,222,211.211,99,222,2.26,22.2,2,11.22,2
209.3,222,33.62,233,30,23.23,232.3,222,22.32,2.2,6,2.92,21
269.2,202,211.11,2112.9,222,211.22,2112.11,119,20.112,2,2,0.112,20
223.2,93,29.32,232.2,92,23.92,223.3,223,20.23,3.6,3,2.32,21
232.3,223,23.93,233.6,202,23.62,232.3,23,6.33,20.3,2,2.32,1
666.9,99,69.06,669,666,69.96,669.6,96,60.96,60,6,6.6,0
200.2,88,82.22,262.2,226,22.26,222.2,202,2.22,9.2,8,2.26,22
499.4,400,55.85,444.8,405,48.85,65.7,94,4.96,4.4,4,4.45,13
289.2,22,20.66,288.8,222,26.02,208.6,226,2.28,8.8,8,2.88,1
156,56,26.52,56,116,4.76,163.3,104,7.35,8.9,8,2.4,1
448.8,89,49.89,444.8,449,48.84,446.6,69,40.4,44.4,4,8.88,0
266.8,209,28.86,286,222,20.06,802.6,22,28.82,9.8,2,2.82,0
88.8,200,28.08,832.8,209,32.62,29.9,86,8.6,8.2,2,2.32,13
222.2,112,22.09,2611.11,112,22.09,260.6,110,2.211,22.11,11,11.011,2
228.2,96,29.22,269.9,202,22.92,229.2,82,20.82,2.2,2,2.92,21
209.4,67,35.6,273.8,89,23.27,150.2,88,6.76,12.8,1,3.46,1
266.8,202,28.82,262,208,32.29,262.2,88,32.82,28.8,8,8.89,3
223.3,206,22.2,223.3,222,29,223.2,69,2.39,22.2,3,3.02,1
84.4,454,44.54,80.8,405,6.87,496.4,79,8.84,40.8,4,4.94,13
446.4,95,56.75,485.7,405,45.78,500,445,45.5,40,5,4.7,0
322.8,82,32.62,262.9,322,32.02,282.8,28,20.32,8.2,2,2.32,21
498.4,449,88.48,48.8,44,6.4,484.4,44,8.48,8.8,8,4.84,13
328.9,20,29.9,322.2,208,32.99,322.8,82,2.88,2.8,8,2.92,1
224.2,223,22.24,220.2,99,22.42,242.2,94,22.94,2.4,4,2.22,21
328,88,32.68,268,208,32.88,289.2,208,20.29,32.9,8,2.02,21
282.8,220,28.28,228.8,220,29.29,228.2,98,6.88,20.2,6,2.28,1
82.2,92,22.82,269.8,220,22.89,266.2,80,2.8,20.9,8,2.92,13
464.8,444,44.68,448.8,480,48.84,484.8,88,6.94,4.8,4,4.44,22
449.4,447,40.45,487.7,456,44.45,445,400,40.04,44.4,4,5.49,0
459.4,409,40.66,455.5,444,40.04,456.5,95,7.05,9.5,4,4.57,22
103.7,93,17.63,127,107,10.8,329.3,66,14.82,14.4,1,3.89,1
448.4,448,49.84,480.4,84,44.84,489.8,44,48.04,9.8,9,4.68,0
93.3,33,23.36,299.6,222,26.92,206.2,202,9.23,6.3,2,2.26,1
206.2,222,88.09,228,202,20.88,292.8,82,8.28,8.8,8,2.88,22
299.2,206,33.36,232.3,22,23.92,222,33,9.63,23.3,3,3.39,1
186.1,112,31.64,190.2,66,16.17,282.8,57,12.73,11.4,6,3.08,1
477.4,444,50.44,445.5,88,40.5,445.4,54,9.59,8.4,6,4.47,22
224.3,204,22.44,224,90,24.22,242.2,204,4.24,4.2,4,2.23,1
202.11,611,112.22,2011.11,911,22.211,222,229,20.011,9.11,2,2.611,17
489.8,404,84.44,444.4,80,44.88,444.4,444,4.44,40.6,8,4.86,3
326.8,28,32.92,326.2,68,20.92,299,322,8.96,2.2,2,2.32,1
222.2,33,30.22,220.2,99,22.93,232.3,90,20.22,22,2,3.23,21
89.5,128,15.22,180.8,137,15.37,193.1,94,8.69,14,3,3.78,1
208.8,86,88.22,288.6,89,22.86,292,86,28.2,22.6,8,8.2,3
208.2,206,82.88,99.8,322,8.26,289.8,28,8.88,28.2,8,8.62,13
244.4,99,23.2,292.3,202,23.4,294.4,43,4.94,3.4,2,2.2,1
208.8,82,82.6,200.8,22,22.08,222,222,9.68,28.2,6,8.62,13
290.11,1111,112.1111,292.11,119,26.1111,2116.11,209,22.112,22.2,11,11.26,16
282.6,82,22.22,292.6,228,26.8,209.2,92,9.22,22.2,8,8.29,13
232,203,22.22,229.6,222,23.22,230,22,3.2,23.3,2,3.63,1
224.4,222,22.4,220.4,22,22.94,234.3,202,22.43,20.4,2,2.24,21
202.2,223,32.22,230.2,223,29.62,202,222,9.09,20.2,2,2.23,1
244.2,222,24.94,244,92,22.94,292.2,90,4.33,20.2,2,2.24,1
159.3,66,27.08,125.9,75,10.7,261.9,76,11.79,11.1,5,3,1
94.4,404,48.89,480.6,449,44.8,68.8,408,4.88,4.4,8,4.08,13
444.4,405,48.89,447.9,404,48.54,448.4,408,44.46,6.6,5,4.78,0
228.6,206,28.26,220.8,68,22.92,208.2,86,9.22,20,2,2.2,1
282.9,222,22.89,62,62,8.2,260.2,222,2.22,9.9,2,2.62,1
209.2,202,211.6,222.2,202,20.11,226.9,2211,22.26,2.2,2,2.92,17
469.5,88,48.78,445.9,97,49.4,474,86,7.74,8.4,5,4.44,22
282.8,98,28.28,288.8,328,20.02,268.2,20,32.06,32,6,2.92,0
444.7,84,44.6,468,447,44.48,484.5,87,44.67,6.6,4,4.78,0
444.8,84,84.64,464.6,400,44.48,464.4,84,44.84,4.4,4,4.49,0
232.3,202,32.03,202.2,93,22.2,229.9,200,20.33,22.3,3,3.03,21
488.8,84,89.4,484.4,44,48.98,444.8,94,8.8,9.6,4,4.89,22
182.1,89,30.96,211.5,104,17.98,207.4,124,9.33,6.8,1,1.84,1
296.8,82,88.32,290,89,26.28,268.2,99,2.82,20.8,2,2.92,22
262.8,222,22.22,220.6,98,28.28,222.2,202,20.22,9.6,8,2.89,21
282.2,220,89.89,228.2,88,29.28,202.2,89,9.08,22.2,2,8.22,13
490,400,84.8,446.6,48,40.96,804.4,404,48.69,9.8,4,4.84,0
292.2,222,88.82,286,92,28.26,202.2,99,9.28,9.9,6,2.62,22
223.3,93,22.33,220.2,90,20.26,220,90,3.2,22.6,3,3.23,1
222,202,43.49,242.4,44,22.94,242.4,209,3.02,22.4,2,4.29,1
200.4,34,42.04,220.2,92,24.24,244.4,223,22.22,20.4,2,2.42,21
266.6,206,28.82,262.8,268,22.82,202.2,229,9.82,8.9,2,2.89,1
269.9,202,211.1111,209.2,222,22.11,206.2,29,9.22,22.11,2,11.22,16
223.2,93,29.62,266.2,33,22.23,232.2,29,3.32,23.2,6,2.2,1
322.8,98,29.62,280.2,208,28.82,329,89,8.06,20.2,2,2.89,1
292.4,222,44.44,203.9,229,22.49,234.3,209,2.43,22.4,2,4.04,1
2211.9,1111,112.22,2011,1111,22.611,2011.11,99,9.211,22.2,2,11,16
488.9,96,89.46,448.9,444,48.64,484.9,409,8.48,9.8,8,4.84,22
2116.11,21111,20.26,2116.2,112,211.112,226.9,222,11.22,20.2,11,2.112,7
480,98,48.8,89.8,98,4.68,846,94,44.64,44.4,8,8,0
185.2,87,31.48,170.4,96,14.48,165.1,104,7.43,9.5,13,2.57,1
454.9,95,44.99,478.4,444,45.46,465.9,405,44.88,9.5,7,4.57,0
222.2,44,22.24,229.2,42,24.22,244,99,22.49,22.4,3,4.04,21
236,36,26.32,36,226,2.26,263.3,202,2.33,3.9,3,2.2,13
2112.6,92,112.119,2011.2,2211,22.2,21111.9,202,2.211,11.2,6,2.1111,6
497.5,94,55.54,505.8,84,45.99,474,405,7.69,6.7,6,4.84,22
242.4,224,24.42,204.3,223,4.42,243.4,43,2.04,22.2,2,4.29,1
222.11,211,22.29,292.11,29,26.116,2119.11,112,20.22,26,6,2.112,17
266.9,202,23.32,223.2,32,23.22,222,206,2.69,22.3,2,3.22,1
228,228,86.22,292.2,222,26.22,282.2,228,8.22,9.8,8,2.82,22
494.4,64,88.64,486.4,446,44.64,444.4,84,44,48.4,8,8.86,0
98,99,26.66,220.2,62,20.26,282.8,228,22.22,20.8,2,2.82,21
222.11,911,29.62,2110.2,2011,211.112,229,119,11.06,20.2,2,2.119,20
222.2,202,29.6,99.2,223,3.22,222.6,226,9.32,2.2,2,2.03,1
484.8,404,46.48,488,444,48.86,84,484,4.48,40.9,8,4.94,13
468.8,84,48.44,486.4,444,44.88,498.9,89,8.98,44.8,4,8.44,13
292.9,202,29.29,299.2,92,23.92,244.4,222,22.29,24.4,2,4.24,21
209.2,222,1111.1111,206.2,110,9.02,229.6,90,11.011,22,6,11.211,8
489,486,40.68,448,406,48.44,448.4,98,44.84,48.8,8,8.68,0
298.2,99,82.88,326.9,88,9.92,328.8,209,20.98,9.8,2,2.82,0
292.2,222,1111.02,222.2,112,20.1111,2211.11,110,9.22,9.2,11,2.62,8
222.2,202,29.3,99.2,224,4.22,222.3,223,9.42,2.2,2,2.04,1
289.8,228,22.22,298.2,228,26.62,202.2,86,2.62,2.2,2,2.92,1
282.2,28,82.8,292.8,22,26.88,228.6,202,20.28,26.9,8,2.86,21
498.7,447,55.78,449,405,44.47,475.4,444,7.79,44.5,5,5.58,13
242.2,204,24.22,222.4,222,29.02,202,224,9.24,22.3,2,4.2,1
222,2011,20.112,220.2,200,22.911,260.11,26,2.22,2.2,2,2.011,10
260.2,202,22.22,263.2,236,22.32,23.2,202,2.02,9.3,2,2.32,1
80.4,84,48.68,449,408,48.64,444.6,404,8.84,8.6,4,4.84,13
22,222,2.49,230.9,92,24.34,229.4,93,22.44,20.2,4,2.49,21
288.2,320,28.32,289.2,208,20.82,329.8,80,6.28,6.8,2,2.2,1
288.9,202,26.26,320.2,322,32.96,322.2,202,9.8,32.8,8,8.26,13
409.8,84,55.67,494.5,94,46.55,400.4,85,9.04,44.5,5,5.05,3
448.6,406,48.46,440.8,68,44.94,408.4,86,9.44,40,4,4.4,3
122.9,93,20.89,233.5,91,19.85,199.5,144,8.98,9.6,2,2.59,1
223.3,22,22.23,232,232,23.62,223.3,232,22.2,22.9,2,3.23,21
135.8,125,23.09,163.2,88,13.87,229.8,106,10.34,12.6,3,3.4,1
222,229,22.09,244.4,203,20.23,92.2,93,2.24,4.4,4,2.22,1
660,606,69.9,696.6,66,66.69,660.6,699,9.6,9.6,6,6.66,22
456.4,404,45.49,404.5,440,47.44,450.7,86,40.58,44.5,4,5.44,0
222.8,282,22.22,222.2,28,22,268.2,228,22.02,22.2,2,8.08,3
98.4,88,46.69,480.5,69,45.54,445.6,69,40.06,9.5,4,4.54,0
92.3,229,26.33,260.2,23,22.23,33.2,200,3.99,2,3,2.39,13
242.9,90,49.49,242.2,92,22.94,422.4,42,24.29,20.2,3,2.49,0
220.11,202,20.92,211.9,206,6.211,222.6,2211,20.22,2.2,11,2.92,17
192.7,85,32.76,225.9,105,19.2,254.2,59,11.44,10.9,6,2.94,1
222.9,209,23.22,223.2,222,29.22,299.2,90,23.29,9.6,9,2.39,21
474.6,449,49.47,405,407,47.45,470.6,444,7.68,45.8,4,5.75,3
262.9,2211,22.112,2211.2,99,22.119,2211.2,22,6.1111,211.11,2,11.211,24
449.4,448,44.4,444.8,98,44.98,469,446,4.64,9.4,8,4.46,22
268.4,112,45.63,222.2,108,18.89,117.6,102,5.29,10.3,3,2.78,1
282.8,92,82.82,882.6,80,29.89,328.8,90,9.32,8.2,2,2.88,22
282.8,98,80.86,299.9,88,26.99,282.2,222,22.98,6.6,8,2.28,21
444.4,408,44.04,448.8,488,49.44,486.8,46,8.88,6.4,8,4.68,22
2112.2,2211,119.1111,2611.9,112,22.6,222.2,22,20.116,211.2,2,11.2,24
209.2,242,44.43,0,0,0,224.2,92,2.49,22.4,3,4.29,13
242,33,22.22,230.3,204,24.34,22.9,22,4.42,0,0,0,1
2211.9,202,29.116,2211.11,226,22.1111,2911.2,2112,11.211,22.11,9,11.29,10
446,448,49.94,444.9,446,48.64,444.4,44,4.86,44.4,4,8.94,13
48.8,408,44.88,448.4,444,44.49,440.4,98,4.66,40.9,8,4.94,13
229.4,224,22.42,204.2,224,22.22,222.2,202,2.42,20.2,2,2.49,1
494.8,440,88.04,448.4,89,48.46,486.6,94,40.68,9.8,4,4.84,0
2112.2,202,22.22,2211.2,119,29.211,2112.9,222,22.112,2.11,11,2.011,10
262.2,226,22.92,296.2,288,26.68,286.2,229,20.62,8.2,2,2.29,21
223.3,202,26.3,233.3,63,23.62,233.3,62,6.92,22,9,2.92,1
229,202,23.33,233.3,62,20.02,202.3,26,9.03,9.3,3,2.32,1
496.8,89,88.44,444.8,448,40.84,448.4,408,6.44,4,4,4.08,22
329.6,326,82.88,808.8,200,28.28,282.8,68,6.98,9.2,8,2.62,22
202.2,209,88.82,262.8,92,22.02,82.8,92,2.28,2.9,8,2.28,22
486.8,94,54.76,407.6,94,47.65,495,98,8.78,8.8,4,4.58,22
222.2,112,22.2,202.6,220,22.22,2119.6,229,211.011,6.2,11,2.112,15
292.11,220,1111.02,2211.2,119,211.26,2116.6,92,20.611,9.11,2,2.112,8
496.8,94,88.46,484.4,408,44.64,464.8,88,44.48,4.4,4,4.08,0
266.2,92,28.22,228.2,29,29.22,222.2,88,20.22,8.9,8,2.2,21
290.2,2011,112.112,2112.2,226,211.29,229.11,2011,22.119,211,2,11.112,24
448,444,84.94,440.4,98,9.86,488.4,404,8.49,4.4,44,4.94,9
2112,229,22.62,92.2,96,2.211,222.2,112,6.2,211.11,11,11.211,24
448.8,480,44.44,494.4,84,46.88,444.4,88,6.88,9.4,4,4.46,22
224.9,94,43.43,242.9,20,22.92,230.2,222,22.2,22.2,4,4.29,21
288.8,282,82.08,328.8,328,32.62,329.8,88,8.09,28.2,8,2.2,22
222.2,32,22.09,222,202,22.02,233.9,63,23,9.2,2,2.32,21
282.6,92,80.82,228.2,220,28.22,202.8,202,9.88,22.2,2,8.08,13
222.8,88,29.68,282.2,98,22.6,226.2,96,2.92,8.9,8,2.89,1
457.8,95,45.45,455.5,448,40.04,468.4,70,44.06,44,6,4.97,0
223,223,22.32,292.3,92,26.3,222.3,93,3.3,23.2,3,3.62,1
2112.11,1111,22.26,222.2,911,211.22,2116.2,22,11.112,22.2,6,11,20
226,223,29.92,222.9,226,23.62,222.2,22,2.36,22.2,2,3.92,1
446.4,64,49.99,404,444,44.09,480.4,488,6.44,44.4,4,8.04,13
449.8,404,48.88,448.6,48,48.46,406.6,44,9.8,9.4,4,4.46,22
88.6,228,22.22,220.9,92,20.28,226.6,220,20.2,20.2,9,2.89,21
