VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,Churn
80,444.8,408,46.88,488.0,88,44.84,480.8,448,8.44,8.4,6,4.88,False
0,445.7,67,49.55,465.4,447,44.05,444.5,444,6.57,40.8,5,4.94,False
0,271.1,108,46.09,237.0,122,20.15,239.9,122,10.8,9.8,5,2.65,True
0,282.2,229,22.29,260.8,92,28.62,206.9,88,9.82,8.6,9,2.82,True
46,444.4,408,48.04,460.4,96,48.64,484.0,440,8.48,4.4,4,4.08,True
0,244.0,222,42.22,22.9,99,3.2,242.4,24,4.24,9.4,29,2.42,False
0,229.0,211,22.911,21111.0,226,211.911,21111.0,202,20.1111,22.2,11,11.02,False
0,169.5,93,28.82,230.9,71,19.63,269.8,115,12.14,9.0,7,2.43,False
0,269.2,96,28.26,329.9,88,32.32,296.9,329,8.86,2.6,2,2.32,False
0,454.8,94,44.94,404.4,406,47.55,458.4,409,40.75,6.7,8,4.84,False
1111,2611.11,202,22.26,2116.0,222,22.116,229.2,222,22.22,2.11,6,2.26,False
48,455.6,444,40.05,456.8,445,40.45,444.4,447,40.85,7.7,4,4.08,False
45,460.0,404,47.4,489.4,64,46.4,449.9,448,40.55,40.4,7,4.84,False
0,224.2,93,22.42,202.3,242,22.34,244.2,204,4.22,22.9,2,4.24,False
22,2911.9,92,1111.11,2211.9,112,211.211,1111.2,222,11.92,11.6,2,2.112,False
88,448.4,444,88.84,449.6,444,40.44,498.4,448,8.69,44.0,4,8.48,True
0,484.9,84,48.99,486.6,84,44.84,448.6,444,4.84,8.8,6,4.48,False
0,448.9,405,57.44,499.9,87,45.49,458.6,440,7.44,44.5,4,5.05,False
0,288.9,202,20.62,282.2,88,28.92,282.2,82,8.28,22.8,8,8.29,False
0,292.9,202,82.62,206.9,222,22.89,222.0,88,22.22,22.6,2,8.2,False
22,232.9,222,24.42,224.2,94,20.22,222.9,222,9.42,9.2,2,2.23,False
0,223.9,229,26.36,223.6,203,23.63,233.3,90,22.29,20.9,2,2.92,True
0,217.7,91,37.01,273.5,74,23.25,226.9,99,10.21,9.6,3,2.59,False
0,226.0,222,1111.22,2211.11,2211,22.22,220.11,222,6.112,6.9,22,2.116,False
28,228.8,228,86.69,288.2,26,22.22,292.2,28,8.62,6.9,8,2.86,False
0,404.4,48,44.44,489.4,449,48.84,489.4,88,44.66,44.4,4,8.49,False
0,232.2,92,22.43,222.2,92,24.04,230.2,24,22.22,22.2,4,4.29,False
0,226.9,203,22.02,226.9,92,20.99,232.2,202,22.23,20.3,3,2.23,True
54,464.7,444,47.49,407.6,445,47.65,405.7,444,9.46,9.4,4,4.48,False
0,446.8,99,44.44,444.6,406,44.04,488.9,96,44.84,9.6,4,4.89,False
0,242.9,224,42.09,249.3,44,20.42,229.4,202,20.42,4.4,2,2.29,False
0,289.6,28,82.28,262.2,222,22.28,282.8,282,8.8,2.8,6,0.88,False
39,223.3,26,32.23,222.2,92,9.33,203.2,222,9.23,2.3,2,2.92,False
0,322.6,202,82.62,288.2,80,32.32,262.2,88,2.88,32.2,6,8.28,False
0,280.8,226,80.69,280.0,98,29.88,282.8,28,20.26,20.6,8,2.86,False
0,226.2,2211,22.92,206.2,22,9.011,292.2,202,11.9,22.2,2,11.0,False
0,202.2,88,88.82,296.2,222,26.22,262.2,88,22.28,6.8,8,2.82,False
0,260.0,2211,22.2,220.11,222,22.119,2112.2,20,20.116,9.0,11,2.211,True
0,2911.6,222,1111.26,2211.9,2211,211.211,222.2,2011,2.2,20.6,6,2.116,False
0,468.4,449,44.48,449.4,84,44.4,468.4,44,4.84,9.0,40,4.48,False
32,293.3,230,32.93,202.6,93,22.22,292.2,202,3.6,23.3,2,3.39,False
0,222.6,82,86.99,229.0,22,28.22,280.2,68,22.28,20.2,2,2.82,False
22,286.8,92,28.26,200.8,62,22.02,288.2,62,6.02,20.8,9,2.28,False
0,2119.0,96,211.611,222.9,62,29.22,220.11,2211,2.69,211.2,11,2.22,False
0,490.4,408,49.84,488.9,94,44.88,468.8,446,44.88,40.4,8,4.48,False
82,328.6,88,88.86,328.8,209,32.32,262.2,322,2.82,9.0,2,2.28,False
84,464.8,99,48.44,494.4,99,46.88,486.4,444,40.68,44.0,9,8.44,False
0,222.3,233,22.02,232.9,96,22.22,222.3,92,20.22,22.2,3,3.02,False
48,444.4,40,49.04,484.8,406,48.46,466.4,408,4.8,40.6,4,4.86,False
0,468.4,448,44.48,449.4,69,48.44,444.4,444,9.66,40.8,4,4.48,False
0,226.0,222,33.22,223.3,223,22.22,220.3,222,6.32,6.9,22,2.36,False
0,224.4,203,29.4,222.4,42,22.22,230.2,44,2.22,22.4,4,4.29,False
0,204.3,204,24.23,209.9,223,22.42,222.3,222,20.02,2.9,4,2.24,True
0,249.3,92,24.24,240.2,224,22.22,244.2,29,2.22,20.4,2,2.92,False
0,1111.2,62,11.92,2110.11,119,211.112,2112.6,1111,22.112,22.2,2,11.211,False
0,202.3,44,44.29,242.2,34,22.24,244.2,94,22.24,22.2,4,4.42,False
0,328.2,322,86.28,282.8,92,29.98,280.2,328,32.28,2.2,2,0.28,False
0,99.7,107,16.95,145.1,96,12.33,149.4,99,6.72,14.1,4,3.81,False
0,191.4,114,32.54,168.5,138,14.32,109.3,99,4.92,10.3,3,2.78,False
0,236.9,107,40.27,157.6,105,13.4,241.0,120,10.85,7.3,2,1.97,True
80,448.4,44,44.88,440.0,94,44.48,444.9,68,8.46,9.4,4,4.84,False
0,196.5,88,33.41,158.6,129,13.48,269.3,118,12.12,6.8,3,1.84,False
0,269.11,222,211.112,292.2,2011,26.11,2911.2,112,11.22,22.6,2,11.211,False
0,489.4,88,44.48,488.4,444,48.44,488.4,444,44.84,8.4,8,4.44,False
0,262.0,208,22.88,282.2,28,22.22,222.2,92,8.0,20.6,8,2.86,False
0,498.4,94,88.48,464.4,406,44.8,444.4,404,8.04,9.4,4,4.48,False
0,444.9,444,88.48,494.9,444,46.84,449.9,94,40.88,40.8,8,4.48,False
0,262.0,222,22.82,290.9,228,26.28,222.2,228,20.28,22.2,2,8.22,False
0,230.3,200,22.33,260.6,90,22.23,293.0,202,3.23,23.3,2,3.39,True
0,326.8,88,32.82,326.6,98,28.32,288.0,82,20.29,32.8,8,8.32,False
20,280.6,20,89.2,289.2,88,26.02,262.2,228,2.8,9.2,2,2.82,False
0,222.2,222,30.22,223.6,220,23.33,236.2,62,20.63,20.3,3,2.32,False
0,2211.2,96,211.29,220.2,222,211.211,2112.2,92,6.02,9.2,2,2.211,True
0,2119.9,222,22.211,226.2,92,22.911,22.2,222,11.22,211.11,2,2.211,False
0,220.0,222,82.2,202.2,26,22.68,268.2,282,2.88,22.2,8,8.22,False
0,82.9,28,28.92,288.8,222,22.82,228.2,228,9.89,8.9,2,2.2,False
84,468.4,40,44.48,449.8,448,48.44,444.4,448,8.44,9.4,4,4.64,False
0,242.3,229,40.42,444.2,224,24.44,229.4,32,3.22,4.4,3,2.22,False
0,159.5,115,27.12,195.4,118,16.61,102.4,86,4.61,7.1,7,1.92,False
0,244.4,42,23.22,244.2,92,22.42,244.2,22,22.49,9.2,2,2.23,False
0,490.4,408,49.84,488.9,94,44.88,468.8,446,44.88,40.4,8,4.48,True
0,464.0,84,47.54,447.5,89,44.04,455.5,99,7.0,8.9,8,4.4,False
0,484.8,408,44.46,444.8,404,48.09,484.8,64,4.4,9.8,4,4.84,False
0,2112.2,911,112.112,2112.6,202,211.22,2211.2,2211,6.211,22.11,2,11.26,False
23,222.2,204,24.02,230.2,93,24.32,242.0,220,4.24,2.2,2,2.04,True
26,296.8,98,88.22,228.8,222,22.92,222.8,222,9.98,28.2,8,8.62,False
22,204.5,92,34.77,139.6,121,11.87,205.0,103,9.23,8.6,5,2.32,False
0,208.2,92,88.28,328.8,88,28.32,282.8,322,8.32,8.0,8,2.26,False
0,2211.2,222,110.1111,222.0,96,211.02,2211.9,92,22.02,26.2,11,2.211,False
20,205.7,98,34.97,136.1,107,11.57,159.4,147,7.17,8.7,3,2.35,False
0,229.8,98,80.28,288.8,68,26.08,288.2,88,22.89,22.2,8,8.22,False
0,448.8,484,44.86,480.8,448,48.84,484.4,84,8.49,40.4,4,4.48,False
0,280.2,322,32.62,329.2,29,28.28,280.6,32,6.28,28.2,6,2.2,False
0,222.2,226,22.02,808.2,208,28.82,208.2,92,2.22,9.8,2,2.82,True
0,322.9,280,88.32,802.6,32,28.32,292.8,82,8.62,8.8,2,2.29,True
0,192.8,104,32.78,234.4,96,19.92,203.2,101,9.14,13.0,3,3.51,False
0,232.4,76,39.51,153.3,103,13.03,214.6,107,9.66,10.5,2,2.84,False
32,28.9,329,2.2,206.8,96,32.88,328.2,62,20.26,6.8,2,2.26,False
49,92.4,224,24.43,229.9,224,24.39,229.0,99,20.42,22.2,4,4.24,False
0,328.2,88,26.32,322.2,82,32.92,208.2,329,9.32,28.2,2,8.82,True
0,222.9,92,211.22,209.11,99,22.29,262.2,110,2.29,11.11,11,2.1111,False
48,456.4,89,46.54,407.4,444,9.4,467.7,95,7.55,44.7,5,5.97,True
42,244.0,94,23.44,222.2,204,22.2,224.2,222,3.22,4.9,2,2.49,False
0,288.0,99,22.98,288.6,206,28.62,228.8,202,22.02,22.8,9,8.88,False
0,444.6,84,40.64,468.8,448,44.08,448.9,98,40.98,8.9,4,4.4,False
0,288.9,202,20.62,282.2,88,28.92,282.2,82,8.28,32.8,8,8.29,False
0,226.2,222,116.22,292.11,202,26.29,222.11,202,9.11,9.11,11,2.611,False
0,464.4,408,44.49,484.8,404,48.48,400.9,484,4.84,8.8,8,0.89,False
0,2911.0,92,112.112,119.11,99,2.611,222.11,202,2.211,211.11,11,2.211,False
0,280.2,208,28.62,292.8,288,26.32,269.0,326,2.62,9.2,28,2.28,False
0,282.2,98,26.22,228.2,86,28.22,280.2,22,22.62,2.6,8,2.08,False
0,279.1,124,47.45,180.5,108,15.34,217.5,104,9.79,9.5,11,2.57,True
0,464.8,446,44.89,494.4,86,46.88,440.6,400,40.88,40.4,8,4.48,False
0,448.4,406,40.09,464.4,486,44.44,444.4,406,9.64,44.4,8,8.49,False
44,465.8,65,44.85,405.4,445,8.79,408.4,409,9.56,8.5,5,4.5,False
0,222.2,92,29.23,226.6,223,23.22,230.6,202,22.23,22.0,3,2.92,False
0,84.9,44,44.48,484.8,409,44.89,440.8,66,9.44,4.8,8,4.08,False
43,93.4,224,23.23,220.3,204,22.4,233.0,44,2.22,24.2,2,4.32,False
0,468.0,98,44.44,408.9,404,44.88,489.0,409,4.48,48.4,4,4.08,False
54,404.5,79,54.77,454.8,445,44.49,490.4,447,8.55,44.8,9,4.0,False
22,294.9,92,44.4,224.9,42,24.24,44.2,222,4.92,4.3,2,2.42,False
0,191.9,107,32.62,206.9,127,17.59,272.0,88,12.24,12.6,2,3.4,False
82,802.2,98,82.26,220.8,229,20.22,298.9,208,8.28,28.6,22,8.62,False
0,232.2,93,23.29,223.3,22,23.22,229.2,222,20.32,23.2,3,3.32,False
0,485.4,405,54.48,444.9,445,44.06,400.4,444,9.04,40.4,9,4.84,False
44,494.0,97,54.64,459.4,84,40.54,446.4,445,5.44,45.4,5,4.08,False
0,474.4,408,46.09,457.0,444,40.45,459.9,444,40.8,9.8,5,4.65,True
0,211.3,120,35.92,162.6,122,13.82,134.7,118,6.06,13.2,5,3.56,False
82,282.2,229,28.82,222.2,92,29.8,298.2,208,8.82,22.8,8,8.82,False
82,220.2,200,88.22,228.8,92,29.22,268.2,220,2.89,9.2,2,2.62,False
0,244.0,220,42.24,204.2,229,22.42,220.4,49,2.32,22.2,4,4.42,False
0,298.2,88,82.98,282.2,29,28.22,299.0,60,28.26,22.2,8,8.28,False
211,220.11,202,1111.29,2110.11,116,22.29,222.6,2211,20.112,22.11,2,11.22,False
32,263.0,202,22.22,322.3,223,26.39,200.0,33,9.0,22.6,3,3.23,False
0,0.0,0,0.0,494.4,449,46.55,468.8,95,7.6,7.4,4,4.94,False
0,244.2,94,22.92,242.2,202,22.2,224.2,42,20.02,22.4,2,4.42,False
0,484.8,68,84.08,484.4,96,49.48,449.4,84,6.44,4.8,4,4.08,False
0,191.9,113,32.62,70.9,87,6.03,204.8,107,9.22,13.4,4,3.62,True
0,408.0,445,55.56,498.9,76,46.94,76.4,97,5.44,8.6,6,4.54,False
32,292.9,63,33.23,292.6,90,26.29,233.0,229,6.39,23.2,2,3.36,False
0,448.0,94,44.68,480.4,48,44.84,440.4,444,44.46,48.4,8,8.4,False
0,464.8,94,44.98,488.4,404,49.86,484.8,404,8.48,44.8,4,8.49,False
0,2112.2,62,119.1111,229.11,222,211.22,21111.11,222,22.1111,20.2,6,2.112,False
0,209.2,232,33.6,322.3,223,29.32,226.0,226,22.02,2.2,2,2.0,True
24,218.2,88,37.09,348.5,108,29.62,212.6,118,9.57,7.5,7,2.03,False
0,2112.2,119,110.96,222.11,202,22.911,202.2,222,9.1111,6.11,2,2.112,False
0,220.8,208,20.28,220.2,82,20.28,226.2,22,9.22,2.2,8,2.08,False
0,447.4,67,58.66,448.0,445,44.08,64.4,409,4.76,7.8,6,4.44,False
1111,2211.0,22,22.611,292.11,2112,26.1111,222.11,21111,20.9,22.2,11,11.1111,False
0,220.0,202,28.9,286.6,222,22.82,268.8,202,2.88,22.0,8,8.22,True
27,220.1,128,37.42,268.2,133,22.8,146.5,80,6.59,11.1,3,3.0,False
0,292.2,33,33.03,222.3,32,22.06,223.2,93,22.02,22.2,2,3.02,False
0,444.8,64,44.48,484.6,444,48.44,494.8,68,8.88,48.9,4,4.49,False
0,262.9,222,28.82,228.0,22,28.96,262.2,90,22.82,22.8,8,8.08,True
0,88.0,62,22.22,222.0,206,28.08,228.2,89,22.06,28.0,8,8.82,False
88,448.4,89,44.44,448.4,404,44.6,444.0,486,44.88,4.8,6,4.08,False
29,222.8,66,20.08,286.8,222,22.88,222.6,26,6.62,2.6,8,2.08,False
0,247.4,107,42.06,175.9,76,14.95,287.4,90,12.93,11.3,2,3.05,False
0,322.8,328,29.68,320.2,322,32.92,328.2,89,9.69,9.0,6,2.28,True
29,151.1,121,25.69,244.7,88,20.8,154.4,91,6.95,13.8,2,3.73,False
0,234.1,91,39.8,163.1,105,13.86,282.5,100,12.71,10.0,3,2.7,False
0,202.6,98,82.28,222.8,90,28.06,282.2,98,8.29,9.8,2,2.68,False
0,299.2,222,33.36,223.2,33,22.33,220.6,32,9.23,20.2,2,2.23,False
0,260.2,202,22.22,236.3,63,22.3,229.2,39,20.32,20.0,2,2.2,True
29,229.2,202,42.23,203.0,209,22.42,292.2,222,4.33,24.0,4,2.04,False
0,222.3,62,22.23,232.6,222,23.22,292.3,63,3.33,23.9,2,2.29,False
0,242.2,202,49.9,294.2,220,23.34,244.2,22,22.2,4.2,4,2.22,False
0,94.8,449,46.88,460.4,48,44.48,88.4,400,8.99,4.0,8,4.89,False
0,294.4,43,44.4,240.2,24,29.43,229.4,42,4.49,9.9,4,2.32,False
0,456.0,444,46.54,456.8,74,44.85,475.5,445,7.89,44.9,5,5.44,False
0,464.8,98,48.04,449.9,96,49.84,464.8,408,4.88,44.8,4,4.0,False
0,2011.2,99,112.112,21111.11,2112,20.02,222.9,222,20.22,211.2,6,2.011,False
0,226.8,202,22.22,266.8,88,22.28,282.8,288,8.28,9.2,2,2.82,False
0,229.2,22,211.211,222.11,92,211.06,2211.9,62,22.02,22.6,2,11.2,False
0,229.4,44,24.44,242.2,240,24.9,229.4,200,3.22,2.9,2,2.24,True
0,222.3,220,32.62,232.3,39,23.22,292.3,39,3.66,22.3,6,3.03,False
0,124.1,117,21.1,192.8,108,16.39,162.9,84,7.33,6.4,5,1.73,False
0,222.4,222,22.24,240.0,94,22.04,242.4,224,3.02,3.9,2,2.43,False
0,244.2,203,24.44,232.2,203,24.22,224.2,220,20.24,22.2,4,4.23,False
112,222.11,2011,112.22,262.2,1111,211.22,222.2,62,20.211,22.0,2,11.211,False
22,286.8,222,26.62,209.2,228,22.28,288.2,82,2.22,22.2,8,8.0,False
0,24.4,93,22.4,229.9,224,24.29,294.4,242,4.22,22.4,2,4.42,False
17,89.8,88,15.27,233.2,75,19.82,165.7,116,7.46,9.3,7,2.51,True
0,2211.11,2011,22.119,202.2,96,22.611,202.2,2211,9.1111,22.2,2,11.112,True
0,444.8,440,44.48,464.8,440,48.8,484.4,86,8.48,4.8,8,4.44,False
0,478.4,445,50.49,467.8,94,44.46,484.4,444,8.49,45.6,5,5.67,True
0,222.2,32,23.99,222.2,203,22.92,203.2,222,2.62,3.9,6,2.39,False
0,480.0,440,44.4,488.8,88,48.48,448.4,408,8.04,8.8,4,4.44,False
0,2110.11,206,211.119,2112.9,222,211.0,2211.9,116,9.22,11.11,11,0.911,False
29,298.2,88,88.32,268.2,98,32.8,268.0,98,2.86,8.2,6,2.32,False
0,21111.11,112,26.2,2112.11,2211,22.22,2110.2,1111,20.116,6.11,11,2.26,False
0,234.0,200,24.04,422.2,44,23.93,229.2,43,4.43,4.4,4,2.22,False
0,94.9,121,16.13,253.2,83,21.52,175.1,86,7.88,14.2,2,3.83,False
0,206.9,2211,1111.22,222.2,116,29.02,292.2,60,11.1111,11.11,2,2.22,False
0,220.2,202,29.02,220.2,112,20.22,229.0,222,11.116,22.2,2,11.011,False
33,202.9,90,23.32,220.2,92,22.93,233.6,29,22.22,20.3,2,2.32,False
0,322.8,32,32.02,282.8,98,28.32,320.6,92,9.28,8.2,8,2.32,False
0,449.4,94,57.46,449.4,445,44.7,444.7,404,44.04,6.4,5,4.65,False
0,204.2,93,42.44,222.0,223,24.24,240.9,222,4.22,24.4,2,4.34,False
0,292.11,206,1111.22,292.2,2011,22.1111,222.6,112,20.22,11.11,11,2.29,False
0,404.0,69,84.68,448.4,440,49.48,440.8,88,40.84,9.6,8,4.89,False
0,494.4,448,88.84,444.8,446,40.6,494.0,46,8.64,44.0,8,4.94,False
0,202.0,92,22.63,292.0,223,26.23,220.2,223,2.93,22.6,3,3.92,False
0,448.4,409,44.84,444.0,88,44.8,94.9,99,4.44,4.4,4,4.94,False
0,289.8,202,20.68,228.2,222,28.99,282.2,202,22.82,20.6,6,2.86,False
0,1122.6,202,1111.211,269.11,116,22.211,21111.2,200,22.1111,11.2,11,2.112,True
0,232.3,93,24.29,223.0,49,22.93,240.9,224,22.29,24.2,3,4.32,False
0,226.8,229,22.96,282.8,222,28.96,282.8,209,6.98,22.6,8,8.2,False
0,70.8,94,44.04,445.6,404,48.55,450.8,445,40.59,9.5,4,4.57,True
0,2.9,200,2.42,243.2,44,22.49,243.3,49,2.04,22.2,2,4.22,False
49,409.9,44,88.68,488.0,84,48.48,444.9,448,6.89,6.6,4,4.48,False
0,28.9,92,8.22,288.2,82,22.96,209.6,22,2.98,22.8,2,2.0,False
46,486.8,64,40.46,468.4,94,44.89,484.4,94,8.48,44.4,8,8.04,False
0,444.0,405,49.04,495.7,440,46.46,408.9,95,9.4,4.4,4,4.44,True
0,292.2,1111,1111.011,222.11,112,22.06,2211.2,911,22.02,22.2,2,11.02,False
32,233.0,202,39.93,233.3,29,23.33,239.3,206,6.29,3.2,2,2.32,False
0,422.3,202,44.24,239.4,43,22.24,244.2,200,22.44,4.2,4,2.42,False
0,459.6,94,45.75,440.9,444,40.48,447.4,88,5.74,8.8,4,4.58,False
0,222.2,222,33.66,263.3,39,22.32,223.3,32,6.23,23.0,2,3.32,False
0,444.9,408,88.48,480.0,404,44.48,446.4,48,9.44,6.4,8,4.84,False
0,440.5,408,40.45,440.4,84,40.45,446.4,74,9.74,7.7,5,4.08,True
0,243.0,44,23.42,223.2,42,24.22,224.9,92,2.92,9.4,4,2.42,False
0,298.2,320,88.32,282.2,209,28.2,328.8,208,8.08,8.9,2,2.2,False
0,464.8,448,44.68,490.8,444,44.68,444.9,440,8.44,4.4,8,4.94,False
0,465.4,444,45.08,478.7,404,45.49,474.7,90,7.86,40.7,9,4.89,False
28,326.9,92,32.82,266.9,202,32.29,328.2,32,6.88,8.8,8,2.88,True
0,165.5,78,28.14,205.5,89,17.47,213.6,124,9.61,12.2,6,3.29,False
0,484.9,49,44.98,444.8,444,48.88,448.8,448,8.44,48.0,4,4.08,False
21,186.7,108,31.74,335.0,86,28.48,187.2,119,8.42,16.5,4,4.46,False
44,220.4,202,24.29,204.4,42,22.22,42.2,22,4.94,24.9,2,4.24,False
0,288.2,202,32.98,282.8,29,32.96,322.8,88,20.32,8.2,8,2.32,False
0,202.0,93,22.32,220.2,239,22.92,223.2,203,6.62,20.2,3,2.39,False
0,222.2,33,26.32,202.9,223,9.22,233.3,32,3.33,22.2,2,3.23,False
0,280.8,320,89.28,32.9,82,6.62,322.2,208,32.32,28.2,2,8.86,False
32,286.8,322,26.62,209.2,328,32.28,288.2,82,2.32,32.2,8,8.0,True
28,229.2,88,82.28,282.8,99,22.88,80.2,60,2.28,22.8,6,8.86,False
0,2116.9,202,20.22,2112.6,2011,211.2,222.0,220,20.1111,2.11,2,2.92,True
0,208.2,328,82.88,282.9,88,28.88,328.2,322,9.62,28.8,2,8.28,False
0,224.0,99,38.08,210.7,80,17.91,231.9,75,10.44,2.1,5,0.57,False
0,228.2,80,28.28,289.0,92,22.02,229.8,202,6.28,22.2,6,8.28,False
0,222.2,40,22.02,224.9,23,20.44,424.4,44,22.43,4.2,4,2.29,False
0,484.0,88,48.64,449.4,446,48.64,408.9,444,9.48,9.4,8,4.64,False
0,249.4,93,22.04,224.2,92,22.49,222.2,43,20.02,22.0,4,4.22,False
0,138.9,111,23.61,211.6,102,17.99,179.5,91,8.08,10.8,3,2.92,False
32,202.2,26,32.2,230.2,222,23.32,232.2,220,6.92,22.3,2,3.29,False
0,2112.11,202,112.011,202.2,911,22.2,229.9,200,20.1111,22.11,11,11.011,False
50,475.5,407,49.8,455.5,446,45.05,455.6,85,40.54,44.4,5,5.0,False
32,322.2,99,26.2,298.8,328,26.28,299.6,209,28.28,20.8,8,2.92,False
0,282.2,98,82.82,282.6,202,28.32,328.2,328,6.28,32.8,2,8.26,False
23,232.2,202,22.22,223.2,39,29.23,232.9,222,22.32,2.3,3,2.03,False
0,68.2,208,20.22,220.2,88,28.22,282.0,99,8.28,8.2,8,2.88,False
0,329.2,32,80.28,290.6,82,26.2,322.2,92,8.28,20.6,2,2.86,False
55,484.5,459,54.57,485.4,78,45.57,447.4,406,5.75,44.5,6,5.54,False
0,326.8,288,32.82,202.2,98,32.28,282.2,208,20.86,28.2,8,8.82,False
0,268.8,92,28.2,220.8,82,28.28,282.8,228,6.92,20.9,2,2.92,False
0,223.2,23,23.23,262.9,202,22.02,226.0,223,9.22,22.3,2,3.32,True
55,400.4,405,54.05,444.4,88,40.77,407.4,97,9.54,44.6,4,5.45,False
0,249.2,204,42.24,223.2,222,20.92,222.0,203,20.49,20.2,4,2.42,True
0,459.0,99,45.65,450.7,408,44.54,486.4,87,44.88,6.4,5,4.65,False
0,544.6,404,55.48,469.8,86,44.45,485.4,400,44.85,5.7,5,4.54,True
0,292.2,222,82.82,268.8,288,22.82,209.8,99,2.92,20.8,8,2.28,False
56,478.7,454,50.58,478.6,404,45.48,446.8,84,5.74,8.0,4,4.46,False
46,470.5,444,45.95,445.4,90,48.49,454.0,455,44.45,44.4,7,5.89,True
0,226.2,222,36.32,226.3,226,9.9,220.0,220,9.9,9.3,2,2.63,False
1111,2211.2,202,112.211,21111.0,222,211.211,99.0,222,2.26,22.2,2,11.22,False
0,484.4,449,44.49,460.8,94,48.64,406.9,88,9.84,8.6,9,4.84,True
22,209.3,222,33.62,233.0,30,23.23,232.3,222,22.32,2.2,6,2.92,False
0,269.2,202,211.11,2112.9,222,211.22,2112.11,119,20.112,2.0,2,0.112,False
39,223.2,93,29.32,232.2,92,23.92,223.3,223,20.23,3.6,3,2.32,False
0,232.3,223,23.93,233.6,202,23.62,232.3,23,6.33,20.3,2,2.32,False
0,666.9,99,69.06,669.0,666,69.96,669.6,96,60.96,60.0,6,6.6,False
28,200.2,88,82.22,262.2,226,22.26,222.2,202,2.22,9.2,8,2.26,False
0,479.5,448,47.54,405.4,445,47.47,474.4,404,7.84,40.7,4,4.89,True
44,499.4,400,55.85,444.8,405,48.85,65.7,94,4.96,4.4,4,4.45,False
0,289.2,22,20.66,288.8,222,26.02,208.6,226,2.28,8.8,8,2.88,False
0,322.8,99,29.26,260.0,208,28.6,322.2,202,9.86,8.0,2,2.88,True
0,156.0,56,26.52,56.0,116,4.76,163.3,104,7.35,8.9,8,2.4,False
0,448.8,89,49.89,444.8,449,48.84,446.6,69,40.4,44.4,4,8.88,False
0,266.8,209,28.86,286.0,222,20.06,802.6,22,28.82,9.8,2,2.82,False
9,88.8,200,28.08,832.8,209,32.62,29.9,86,8.6,8.2,2,2.32,False
1111,222.2,112,22.09,2611.11,112,22.09,260.6,110,2.211,22.11,11,11.011,False
28,228.2,96,29.22,269.9,202,22.92,229.2,82,20.82,2.2,2,2.92,False
0,209.4,67,35.6,273.8,89,23.27,150.2,88,6.76,12.8,1,3.46,False
0,228.8,208,22.2,289.9,220,22.09,202.8,228,9.29,20.2,2,2.89,True
0,266.8,202,28.82,262.0,208,32.29,262.2,88,32.82,28.8,8,8.89,False
23,223.3,206,22.2,223.3,222,29.0,223.2,69,2.39,22.2,3,3.02,False
0,84.4,454,44.54,80.8,405,6.87,496.4,79,8.84,40.8,4,4.94,False
42,222.2,94,29.43,220.2,223,20.22,223.2,43,9.22,20.4,4,2.24,True
0,446.4,95,56.75,485.7,405,45.78,500.0,445,45.5,40.0,5,4.7,False
0,322.8,82,32.62,262.9,322,32.02,282.8,28,20.32,8.2,2,2.32,False
80,498.4,449,88.48,48.8,44,6.4,484.4,44,8.48,8.8,8,4.84,False
32,328.9,20,29.9,322.2,208,32.99,322.8,82,2.88,2.8,8,2.92,False
0,224.2,223,22.24,220.2,99,22.42,242.2,94,22.94,2.4,4,2.22,False
28,328.0,88,32.68,268.0,208,32.88,289.2,208,20.29,32.9,8,2.02,False
0,282.8,220,28.28,228.8,220,29.29,228.2,98,6.88,20.2,6,2.28,False
86,82.2,92,22.82,269.8,220,22.89,266.2,80,2.8,20.9,8,2.92,False
0,222.6,32,36.99,229.0,22,23.22,230.2,63,22.23,20.2,2,2.32,True
80,464.8,444,44.68,448.8,480,48.84,484.8,88,6.94,4.8,4,4.44,False
0,449.4,447,40.45,487.7,456,44.45,445.0,400,40.04,44.4,4,5.49,False
55,459.4,409,40.66,455.5,444,40.04,456.5,95,7.05,9.5,4,4.57,False
0,92.6,911,211.22,262.9,20,211.26,21111.0,211,22.1111,22.11,11,11.011,True
0,229.11,202,22.211,202.6,112,22.22,2110.11,99,22.62,2.9,2,2.211,True
0,103.7,93,17.63,127.0,107,10.8,329.3,66,14.82,14.4,1,3.89,False
0,448.4,448,49.84,480.4,84,44.84,489.8,44,48.04,9.8,9,4.68,False
0,93.3,33,23.36,299.6,222,26.92,206.2,202,9.23,6.3,2,2.26,False
0,262.2,229,22.2,230.3,203,22.32,226.0,222,2.92,9.3,2,2.63,True
0,206.2,222,88.09,228.0,202,20.88,292.8,82,8.28,8.8,8,2.88,False
0,54.2,100,9.21,303.2,84,25.77,171.8,84,7.73,8.6,2,2.32,True
0,299.2,206,33.36,232.3,22,23.92,222.0,33,9.63,23.3,3,3.39,False
0,186.1,112,31.64,190.2,66,16.17,282.8,57,12.73,11.4,6,3.08,False
0,477.4,444,50.44,445.5,88,40.5,445.4,54,9.59,8.4,6,4.47,False
0,224.3,204,22.44,224.0,90,24.22,242.2,204,4.24,4.2,4,2.23,False
0,202.11,611,112.22,2011.11,911,22.211,222.0,229,20.011,9.11,2,2.611,False
